/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_38_718.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_38_718.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_38_718.jpg,0,0,0,2.471481
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_38_784.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_38_784.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_38_784.jpg,0,0,0,2.45658
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_38_857.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_38_857.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_38_857.jpg,0,0,0,2.436852
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_38_926.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_38_926.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_38_926.jpg,0,0,0,2.42216
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_38_995.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_38_995.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_38_995.jpg,0,0,0,2.402709
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_069.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_069.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_069.jpg,0,0,0,2.383414
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_140.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_140.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_140.jpg,0,0,0,2.369045
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_210.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_210.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_210.jpg,0,0,0,2.350021
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_280.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_280.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_280.jpg,0,0.03041053,0,2.339018
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_349.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_349.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_349.jpg,0,0.2636425,0,2.498931
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_421.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_421.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_421.jpg,0,0.2434287,0,2.69006
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_493.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_493.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_493.jpg,0,0.002459764,0,2.758937
/data/Behavioral-Cloning-Data/IMG/center_2018_11_08_17_48_39_564.jpg,/data/Behavioral-Cloning-Data/IMG/left_2018_11_08_17_48_39_564.jpg,/data/Behavioral-Cloning-Data/IMG/right_2018_11_08_17_48_39_564.jpg,0,0.05711746,0,2.764122
